phone_number,email,credit_score,age_group,family_background,income,comments,intent
+91-9596154890,donaldking@example.net,529,51+,Married,587529,soon,1
+91-9303643387,michael44@example.org,326,26-35,Married,258357,later maybe urgent,1
+91-9301914700,ericallen@example.net,341,18-25,Married,809025,maybe,0
+91-9615585586,donaldgutierrez@example.com,314,26-35,Married,775999,urgent maybe soon,0
+91-9470114129,xcruz@example.com,599,18-25,Married with Kids,481835,not interested soon immediately,1
+91-9223989036,fellis@example.net,827,51+,Married,821383,now,1
+91-9618121761,justin94@example.com,332,51+,Single,284357,now,0
+91-9436330379,melissa52@example.net,797,18-25,Married with Kids,153898,maybe later,1
+91-9344935441,tracycase@example.com,721,18-25,Married,262917,immediately later soon,0
+91-9758100195,john53@example.org,729,26-35,Married,419293,soon,0
+91-9069815704,mccoyjoseph@example.org,386,18-25,Married,330304,now,0
+91-9426854974,jennifer92@example.org,513,36-50,Single,631264,not interested later soon,0
+91-9901951645,alexandrasanchez@example.net,425,26-35,Single,833906,immediately,0
+91-9533934830,kevinmurphy@example.net,393,36-50,Single,617815,soon immediately,1
+91-9501396091,josemiller@example.org,799,51+,Single,463531,later urgent maybe,0
+91-9182392383,stefaniedennis@example.org,383,18-25,Single,998218,maybe soon,1
+91-9146237924,burnsjames@example.com,811,36-50,Single,278153,soon not interested later,0
+91-9585314525,thomasjeffery@example.org,519,51+,Married with Kids,482052,interested urgent later,0
+91-9380124571,hgonzalez@example.com,458,18-25,Single,445925,interested later urgent,1
+91-9693353007,daisy05@example.net,736,51+,Married,880206,interested maybe immediately,1
+91-9702494959,rhonda86@example.org,492,26-35,Married,488145,interested now,0
+91-9789512475,nicholschristopher@example.com,639,51+,Single,523059,interested urgent,0
+91-9078902048,rebecca19@example.net,577,51+,Married,308647,immediately maybe,0
+91-9139405438,jbenson@example.org,619,51+,Married with Kids,873165,immediately maybe not interested,1
+91-9934918919,ojohnston@example.com,510,26-35,Single,554438,maybe not interested,1
+91-9044565653,howardmichelle@example.com,639,18-25,Married with Kids,532598,interested later soon,1
+91-9790113558,cynthianguyen@example.org,586,36-50,Married,949171,not interested now,1
+91-9573914164,mezaalexandra@example.com,448,18-25,Single,184722,not interested,0
+91-9863077122,mayjeff@example.org,549,26-35,Married,120295,soon interested,0
+91-9738303912,caroline87@example.net,804,18-25,Single,365983,interested now soon,0
+91-9818318736,thorntonangela@example.net,415,36-50,Married,476896,immediately interested urgent,1
+91-9038183665,melissajackson@example.com,589,51+,Married,579753,later,1
+91-9501199714,kayla09@example.net,308,51+,Single,237378,immediately,0
+91-9434726979,jjones@example.com,394,18-25,Married,616466,immediately,1
+91-9608331863,diana14@example.com,716,18-25,Single,898540,not interested,1
+91-9701277868,kellykaren@example.com,603,36-50,Single,172674,not interested interested now,0
+91-9946915414,mark07@example.com,752,18-25,Married with Kids,524881,interested later,0
+91-9954562055,reyesmichael@example.com,832,36-50,Married,374857,urgent maybe,0
+91-9317605567,jaime03@example.com,593,36-50,Married,893668,urgent,0
+91-9423881148,gconley@example.com,471,51+,Single,578135,now,0
+91-9984590242,williamchristensen@example.org,525,26-35,Married,340098,interested immediately not interested,0
+91-9348562453,amandakemp@example.net,422,18-25,Single,497005,soon maybe,0
+91-9494546889,ktaylor@example.net,746,51+,Married,514860,not interested later,1
+91-9173524378,stephenlewis@example.net,427,36-50,Single,393388,interested maybe,0
+91-9429905657,pattonjames@example.com,565,18-25,Single,407620,maybe,1
+91-9509208910,christiangarrison@example.net,771,18-25,Married,218224,maybe soon later,1
+91-9295280306,yhaynes@example.com,430,26-35,Single,938544,not interested now,1
+91-9201344802,morrismichelle@example.net,742,36-50,Single,839397,immediately not interested maybe,1
+91-9108557038,krivera@example.org,469,26-35,Married with Kids,805184,urgent interested later,1
+91-9396383215,connor06@example.net,842,36-50,Married,274809,now later interested,1
+91-9445756907,ejones@example.net,842,18-25,Married with Kids,534938,later,0
+91-9407450307,briangomez@example.com,600,18-25,Married,750688,now immediately,1
+91-9479670765,smorgan@example.org,326,51+,Married with Kids,980274,not interested now urgent,0
+91-9995996331,jenniferdavis@example.net,695,26-35,Single,718044,immediately now interested,1
+91-9103756629,adriana72@example.com,702,51+,Single,805006,interested urgent not interested,1
+91-9703492495,angelicastewart@example.net,775,36-50,Single,955802,not interested,0
+91-9292037366,rose65@example.net,841,26-35,Married,141153,soon,1
+91-9717246763,diana75@example.org,569,26-35,Single,117107,later,1
+91-9326110424,vaughnmary@example.com,843,51+,Married with Kids,847963,soon urgent maybe,1
+91-9395480927,halexander@example.net,311,18-25,Married,926923,immediately not interested,0
+91-9527409902,erik84@example.net,458,36-50,Single,403389,not interested maybe,0
+91-9219000355,robert47@example.com,538,18-25,Married with Kids,944260,maybe,0
+91-9300993156,daniel51@example.org,714,26-35,Married,544293,soon immediately now,1
+91-9306229270,jennifermills@example.com,386,51+,Married with Kids,422920,now later not interested,0
+91-9525605250,yorozco@example.com,604,51+,Married,380575,soon urgent,0
+91-9190395132,larryadkins@example.org,765,51+,Married with Kids,414680,maybe urgent,1
+91-9726832772,nicholas43@example.org,535,26-35,Married with Kids,806620,immediately,0
+91-9955787388,hjimenez@example.net,345,26-35,Single,795347,urgent interested,1
+91-9838279383,zhendrix@example.com,785,51+,Married,894529,immediately soon,0
+91-9698575136,samantha87@example.net,564,51+,Married with Kids,181556,maybe,1
+91-9112322882,loriklein@example.net,844,18-25,Single,654709,soon,1
+91-9898921583,davidparker@example.com,706,26-35,Married,617232,later,1
+91-9526095790,mrobinson@example.net,486,18-25,Married,979490,maybe not interested,1
+91-9555785896,williamevans@example.net,384,36-50,Married,882419,maybe later soon,0
+91-9231827324,alice69@example.com,845,18-25,Married with Kids,123968,urgent now immediately,0
+91-9482458922,christinarussell@example.net,370,36-50,Married with Kids,357986,immediately,0
+91-9405241545,patrick23@example.org,359,26-35,Single,577400,soon now not interested,0
+91-9758147805,lsmith@example.org,358,26-35,Married with Kids,824763,later maybe,1
+91-9032513677,paul71@example.com,701,51+,Single,307089,immediately later,0
+91-9007127002,mark34@example.org,703,26-35,Married,710470,immediately,1
+91-9820946847,olevine@example.org,680,51+,Married with Kids,838760,interested soon maybe,1
+91-9506837695,christopherwilson@example.com,559,36-50,Married,203754,now urgent,0
+91-9919668137,idudley@example.com,784,36-50,Married with Kids,411791,urgent later,1
+91-9518331764,longjessica@example.net,731,36-50,Married with Kids,833360,not interested,1
+91-9346894506,calvinsolomon@example.net,738,18-25,Married,340062,soon later not interested,0
+91-9787740917,michael09@example.org,374,51+,Married,590327,not interested,1
+91-9508127622,michaelrussell@example.net,438,51+,Single,586141,immediately,1
+91-9597696337,blankenshipmonique@example.org,841,26-35,Married,476135,maybe immediately later,1
+91-9716519835,kristen16@example.com,422,51+,Married,880996,later maybe now,0
+91-9363426986,zcook@example.com,331,51+,Married with Kids,658633,later,0
+91-9903121812,umathis@example.com,815,26-35,Married,955438,maybe,1
+91-9570753439,nreed@example.org,779,36-50,Single,575125,later maybe,1
+91-9888619237,pmartin@example.org,622,36-50,Married with Kids,367436,later maybe interested,0
+91-9197898926,zgibbs@example.com,468,51+,Single,975490,soon immediately maybe,1
+91-9858109916,marcus18@example.com,644,51+,Married,309036,now immediately urgent,0
+91-9219536604,lopezbeth@example.net,302,51+,Married,671930,immediately soon,1
+91-9966229010,millerkristine@example.org,566,18-25,Married with Kids,614089,urgent immediately,0
+91-9404939485,ericroberts@example.com,705,18-25,Single,711757,interested not interested,0
+91-9348720773,morrisonjohn@example.com,333,51+,Married with Kids,143380,maybe,0
+91-9377755554,alexandra74@example.com,779,26-35,Married,629357,soon,1
+91-9525252233,phutchinson@example.com,672,36-50,Married with Kids,703365,now,0
+91-9579517716,jerry68@example.net,836,26-35,Married,478887,later soon now,1
+91-9367451409,lauren43@example.org,604,26-35,Single,629401,soon,0
+91-9597020096,olara@example.org,745,36-50,Single,836685,now interested,1
+91-9688223802,william03@example.net,369,51+,Single,921351,later not interested urgent,1
+91-9613317331,ericadams@example.net,616,26-35,Single,893390,later,1
+91-9379222449,ruth93@example.org,400,51+,Married,442601,not interested,0
+91-9713581096,catherinegilmore@example.org,772,51+,Single,568562,interested urgent,1
+91-9813774050,currymatthew@example.net,742,36-50,Single,505977,not interested immediately,1
+91-9535814929,richardsonjason@example.net,733,18-25,Married with Kids,370144,not interested immediately,0
+91-9404153852,dmcmahon@example.org,313,51+,Single,508044,interested soon later,0
+91-9539607212,jacob52@example.com,845,51+,Married with Kids,969215,now,1
+91-9108417603,millerabigail@example.com,808,51+,Single,403907,interested not interested now,0
+91-9700073624,williammccarthy@example.org,516,36-50,Single,390160,urgent soon not interested,1
+91-9543715395,cheryl60@example.net,759,26-35,Single,109732,now later maybe,1
+91-9101198891,peter38@example.org,365,36-50,Married,665803,immediately urgent,1
+91-9198720640,whitematthew@example.com,632,36-50,Married,548328,later urgent,1
+91-9254040664,rfitzpatrick@example.net,322,36-50,Single,732460,urgent maybe,0
+91-9691806924,herreramark@example.com,777,36-50,Single,398658,interested urgent now,1
+91-9623675768,kennethfleming@example.net,785,18-25,Married with Kids,447746,interested maybe soon,0
+91-9373461799,mark86@example.org,458,36-50,Single,843887,maybe,0
+91-9161627904,sheilawallace@example.com,704,36-50,Married,328835,now soon immediately,0
+91-9105126433,dgutierrez@example.org,382,18-25,Single,237635,now immediately,0
+91-9424516774,sonyajackson@example.net,365,26-35,Single,848494,soon not interested urgent,1
+91-9030467268,vincentramirez@example.org,382,51+,Married,179605,later soon immediately,1
+91-9671281288,rmarsh@example.org,374,26-35,Single,493074,maybe,0
+91-9831305252,jennifervalencia@example.org,340,18-25,Married,575847,later,0
+91-9870259320,warnerkathryn@example.com,758,51+,Single,674943,maybe,1
+91-9614954065,bellwilliam@example.org,818,36-50,Single,633991,urgent,0
+91-9555973612,pmurray@example.com,793,26-35,Married with Kids,579161,soon,0
+91-9761288813,kiddmark@example.org,591,36-50,Single,748972,urgent not interested,0
+91-9235618343,cunninghamamy@example.org,447,26-35,Married with Kids,436794,soon not interested later,1
+91-9371942687,wsaunders@example.net,507,26-35,Married,645753,now later,1
+91-9337612859,jrodriguez@example.org,400,36-50,Married with Kids,362700,not interested,1
+91-9080464690,perkinsjesse@example.org,803,51+,Married with Kids,900260,now later interested,1
+91-9313483580,zreed@example.org,666,36-50,Single,526645,immediately soon maybe,1
+91-9820653939,lmartinez@example.net,576,51+,Married,496105,later not interested,1
+91-9145335540,patrickanita@example.net,395,18-25,Single,386960,immediately soon,0
+91-9389414133,christopher47@example.org,420,26-35,Married with Kids,688893,soon interested,1
+91-9194383230,qbush@example.net,747,36-50,Single,277022,not interested urgent,0
+91-9073689305,fflynn@example.net,762,36-50,Single,436789,now immediately,1
+91-9167581076,oliverbob@example.net,345,26-35,Married with Kids,645809,urgent interested not interested,0
+91-9812363007,kevinbarrera@example.com,480,36-50,Single,647931,urgent not interested,0
+91-9478592253,jonesjoshua@example.net,614,51+,Married,147151,soon later,0
+91-9364335957,swilliams@example.net,548,18-25,Married,891964,immediately urgent soon,1
+91-9926189769,barrettbilly@example.net,483,18-25,Married with Kids,103954,soon maybe,0
+91-9744162348,hoffmanmichael@example.org,429,18-25,Married with Kids,302768,immediately maybe,0
+91-9993894320,danielcooley@example.org,654,36-50,Single,853559,maybe urgent,1
+91-9658229670,alicia39@example.net,318,36-50,Married,919615,not interested soon interested,1
+91-9831632196,haynesmaria@example.net,721,18-25,Single,267731,later urgent maybe,0
+91-9406925347,kcunningham@example.net,305,18-25,Married,161346,not interested later,0
+91-9404517311,brookspatricia@example.com,793,18-25,Married with Kids,609694,immediately later now,0
+91-9277639747,fmcfarland@example.com,749,51+,Married with Kids,340625,interested immediately now,0
+91-9595961255,juandiaz@example.com,522,26-35,Married,596488,maybe immediately,0
+91-9349958455,barrybradley@example.com,581,26-35,Married,186596,soon later,1
+91-9050207784,clarkkaren@example.com,823,18-25,Married,396843,maybe later now,1
+91-9340421363,jasminefischer@example.net,343,51+,Married with Kids,302179,immediately,0
+91-9783001961,pamaustin@example.com,384,51+,Married with Kids,475433,later maybe,1
+91-9520661372,clarence03@example.net,423,18-25,Married with Kids,782736,interested now urgent,0
+91-9161961072,andre52@example.net,743,26-35,Married with Kids,611017,urgent now,1
+91-9475018613,tina14@example.com,433,26-35,Single,518994,immediately soon not interested,1
+91-9284238576,justinmitchell@example.net,628,36-50,Married,682588,now soon,1
+91-9730967239,lweiss@example.org,473,26-35,Single,634575,now interested urgent,0
+91-9499462155,james26@example.org,800,26-35,Married,445024,interested,0
+91-9011018989,tatedustin@example.com,493,36-50,Married,677906,interested later urgent,0
+91-9725204755,ejohnson@example.com,841,51+,Married with Kids,482154,immediately later urgent,1
+91-9331314955,haroldscott@example.com,824,26-35,Married,479282,soon,1
+91-9475468034,jenniferalvarado@example.com,308,26-35,Single,644535,immediately soon later,0
+91-9260942211,holly77@example.org,405,18-25,Single,112485,maybe urgent not interested,0
+91-9851257047,hernandeznicholas@example.net,748,26-35,Married with Kids,306279,not interested,0
+91-9033351734,kylewelch@example.net,669,18-25,Single,739796,immediately not interested,1
+91-9302862547,kpowell@example.org,387,36-50,Married with Kids,929390,later,0
+91-9765616455,ghiggins@example.net,557,51+,Single,929044,maybe,1
+91-9755861027,ericarandall@example.com,743,18-25,Single,158675,urgent interested now,0
+91-9029714293,zdavidson@example.net,816,26-35,Married,550695,maybe soon,0
+91-9154130450,smithangela@example.com,491,51+,Married with Kids,152543,urgent,1
+91-9784747227,wparker@example.org,426,26-35,Married with Kids,929095,soon urgent,1
